dataTagId,description,system,systemName,equipment,equipmentType,equipmentName,equipmentInstance,component,componentName,componentInstance,subcomponent,subcomponentName,subcomponentInstance,measureLocation,measureLocationName,measureLocationInstance,measureProperty,measureType,measureInstance,measureUnit,tagType,group,limRangeLo,limRangeHi,limHi,limHiHi,limLo,limLoLo
F19_PEAK_KV,Field Peak operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-19,1,,,,Field,Peak Voltage,1,V?,,,,,,,,
F19_SPARK_RATE,Spark rates -,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-19,1,,,,Field,Spark Rate,1,??,,,,,,,,
F19_ESP_DC_VOLTAGE,Field operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-19,1,,,,Field,Voltage,1,V?,,,,,,,,
P3_F2_CE_ON_STATUS,Collecting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-20,2,,,,CE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F20_BASE_CH_CURRENT,Setpoint parameter - base charge,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-20,2,,,,Charge,Current,1,Amp?,Command,,,,,,,
F20_CR_IN_OPERATION,Charge ratio - operating value,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-20,2,,,,Charge,Ratio,1,,,,,,,,,
P3_F2_EE_ON_STATUS,Emitting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-20,2,,,,EE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F20_CURRENT_LMT_SET,Setpoint parameter - field current,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-20,2,,,,Field,Current,1,Amp?,Command,,,,,,,
F20_ESP_DC_CURRENT,Field operating current,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-20,2,,,,Field,Current,1,Amp?,,,,,,,,
F20_PEAK_KV,Field Peak operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-20,2,,,,Field,Peak Voltage,1,V?,,,,,,,,
F20_SPARK_RATE,Spark rates -,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-20,2,,,,Field,Spark Rate,1,??,,,,,,,,
F20_ESP_DC_VOLTAGE,Field operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-20,2,,,,Field,Voltage,1,V?,,,,,,,,
P3_F3_CE_ON_STATUS,Collecting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-21,3,,,,CE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F21_BASE_CH_CURRENT,Setpoint parameter - base charge,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-21,3,,,,Charge,Current,1,Amp?,Command,,,,,,,
F21_CR_IN_OPERATION,Charge ratio - operating value,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-21,3,,,,Charge,Ratio,1,,,,,,,,,
P3_F3_EE_ON_STATUS,Emitting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-21,3,,,,EE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F21_CURRENT_LMT_SET,Setpoint parameter - field current,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-21,3,,,,Field,Current,1,Amp?,Command,,,,,,,
F21_ESP_DC_CURRENT,Field operating current,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-21,3,,,,Field,Current,1,Amp?,,,,,,,,
F21_PEAK_KV,Field Peak operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-21,3,,,,Field,Peak Voltage,1,V?,,,,,,,,
F21_SPARK_RATE,Spark rates -,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-21,3,,,,Field,Spark Rate,1,??,,,,,,,,
F21_ESP_DC_VOLTAGE,Field operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-21,3,,,,Field,Voltage,1,V?,,,,,,,,
P3_F4_CE_ON_STATUS,Collecting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-22,4,,,,CE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F22_BASE_CH_CURRENT,Setpoint parameter - base charge,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-22,4,,,,Charge,Current,1,Amp?,Command,,,,,,,
F22_CR_IN_OPERATION,Charge ratio - operating value,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-22,4,,,,Charge,Ratio,1,,,,,,,,,
P3_F4_EE_ON_STATUS,Emitting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-22,4,,,,EE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F22_CURRENT_LMT_SET,Setpoint parameter - field current,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-22,4,,,,Field,Current,1,Amp?,Command,,,,,,,
F22_ESP_DC_CURRENT,Field operating current,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-22,4,,,,Field,Current,1,Amp?,,,,,,,,
F22_PEAK_KV,Field Peak operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-22,4,,,,Field,Peak Voltage,1,V?,,,,,,,,
F22_SPARK_RATE,Spark rates -,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-22,4,,,,Field,Spark Rate,1,??,,,,,,,,
F22_ESP_DC_VOLTAGE,Field operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-22,4,,,,Field,Voltage,1,V?,,,,,,,,
P3_F5_CE_ON_STATUS,Collecting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-23,5,,,,CE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F23_BASE_CH_CURRENT,Setpoint parameter - base charge,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-23,5,,,,Charge,Current,1,Amp?,Command,,,,,,,
F23_CR_IN_OPERATION,Charge ratio - operating value,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-23,5,,,,Charge,Ratio,1,,,,,,,,,
P3_F5_EE_ON_STATUS,Emitting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-23,5,,,,EE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F23_CURRENT_LMT_SET,Setpoint parameter - field current,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-23,5,,,,Field,Current,1,Amp?,Command,,,,,,,
F23_ESP_DC_CURRENT,Field operating current,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-23,5,,,,Field,Current,1,Amp?,,,,,,,,
F23_PEAK_KV,Field Peak operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-23,5,,,,Field,Peak Voltage,1,V?,,,,,,,,
F23_SPARK_RATE,Spark rates -,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-23,5,,,,Field,Spark Rate,1,??,,,,,,,,
F23_ESP_DC_VOLTAGE,Field operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-23,5,,,,Field,Voltage,1,V?,,,,,,,,
P3_F6_CE_ON_STATUS,Collecting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-24,6,,,,CE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F24_BASE_CH_CURRENT,Setpoint parameter - base charge,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-24,6,,,,Charge,Current,1,Amp?,Command,,,,,,,
F24_CR_IN_OPERATION,Charge ratio - operating value,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-24,6,,,,Charge,Ratio,1,,,,,,,,,
P3_F6_EE_ON_STATUS,Emitting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-24,6,,,,EE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F24_CURRENT_LMT_SET,Setpoint parameter - field current,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-24,6,,,,Field,Current,1,Amp?,Command,,,,,,,
F24_ESP_DC_CURRENT,Field operating current,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-24,6,,,,Field,Current,1,Amp?,,,,,,,,
F24_PEAK_KV,Field Peak operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-24,6,,,,Field,Peak Voltage,1,V?,,,,,,,,
F24_SPARK_RATE,Spark rates -,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-24,6,,,,Field,Spark Rate,1,??,,,,,,,,
F24_ESP_DC_VOLTAGE,Field operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-24,6,,,,Field,Voltage,1,V?,,,,,,,,
P3_F7_CE_ON_STATUS,Collecting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-25,7,,,,CE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F25_BASE_CH_CURRENT,Setpoint parameter - base charge,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-25,7,,,,Charge,Current,1,Amp?,Command,,,,,,,
F25_CR_IN_OPERATION,Charge ratio - operating value,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-25,7,,,,Charge,Ratio,1,,,,,,,,,
P3_F7_EE_ON_STATUS,Emitting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-25,7,,,,EE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F25_CURRENT_LMT_SET,Setpoint parameter - field current,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-25,7,,,,Field,Current,1,Amp?,Command,,,,,,,
F25_ESP_DC_CURRENT,Field operating current,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-25,7,,,,Field,Current,1,Amp?,,,,,,,,
F25_PEAK_KV,Field Peak operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-25,7,,,,Field,Peak Voltage,1,V?,,,,,,,,
F25_SPARK_RATE,Spark rates -,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-25,7,,,,Field,Spark Rate,1,??,,,,,,,,
F25_ESP_DC_VOLTAGE,Field operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-25,7,,,,Field,Voltage,1,V?,,,,,,,,
P3_F8_CE_ON_STATUS,Collecting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-26,8,,,,CE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F26_BASE_CH_CURRENT,Setpoint parameter - base charge,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-26,8,,,,Charge,Current,1,Amp?,Command,,,,,,,
F26_CR_IN_OPERATION,Charge ratio - operating value,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-26,8,,,,Charge,Ratio,1,,,,,,,,,
P3_F8_EE_ON_STATUS,Emitting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-26,8,,,,EE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F26_CURRENT_LMT_SET,Setpoint parameter - field current,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-26,8,,,,Field,Current,1,Amp?,Command,,,,,,,
F26_ESP_DC_CURRENT,Field operating current,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-26,8,,,,Field,Current,1,Amp?,,,,,,,,
F26_PEAK_KV,Field Peak operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-26,8,,,,Field,Peak Voltage,1,V?,,,,,,,,
F26_SPARK_RATE,Spark rates -,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-26,8,,,,Field,Spark Rate,1,??,,,,,,,,
F26_ESP_DC_VOLTAGE,Field operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-26,8,,,,Field,Voltage,1,V?,,,,,,,,
P3_F9_CE_ON_STATUS,Collecting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-27,9,,,,CE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F27_BASE_CH_CURRENT,Setpoint parameter - base charge,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-27,9,,,,Charge,Current,1,Amp?,Command,,,,,,,
F27_CR_IN_OPERATION,Charge ratio - operating value,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-27,9,,,,Charge,Ratio,1,,,,,,,,,
P3_F9_EE_ON_STATUS,Emitting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-27,9,,,,EE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F27_CURRENT_LMT_SET,Setpoint parameter - field current,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-27,9,,,,Field,Current,1,Amp?,Command,,,,,,,
F27_ESP_DC_CURRENT,Field operating current,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-27,9,,,,Field,Current,1,Amp?,,,,,,,,
F27_PEAK_KV,Field Peak operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-27,9,,,,Field,Peak Voltage,1,V?,,,,,,,,
F27_SPARK_RATE,Spark rates -,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-27,9,,,,Field,Spark Rate,1,??,,,,,,,,
F27_ESP_DC_VOLTAGE,Field operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,Field,Field-27,9,,,,Field,Voltage,1,V?,,,,,,,,
P3_GD1_ON_STATUS,Gas distribution screen rapping motor,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-1,1,,,,,,,GD Screen Rapping Motor,Status,1,ON,Feedback,,,,,,,
P4_F1_CE_ON_STATUS,Collecting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-28,1,,,,CE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F28_BASE_CH_CURRENT,Setpoint parameter - base charge,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-28,1,,,,Charge,Current,1,Amp?,Command,,,,,,,
F28_CR_IN_OPERATION,Charge ratio - operating value,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-28,1,,,,Charge,Ratio,1,,,,,,,,,
P4_F1_EE_ON_STATUS,Emitting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-28,1,,,,EE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F28_CURRENT_LMT_SET,Setpoint parameter - field current,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-28,1,,,,Field,Current,1,Amp?,Command,,,,,,,
F28_ESP_DC_CURRENT,Field operating current,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-28,1,,,,Field,Current,1,Amp?,,,,,,,,
F28_PEAK_KV,Field Peak operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-28,1,,,,Field,Peak Voltage,1,V?,,,,,,,,
F28_SPARK_RATE,Spark rates -,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-28,1,,,,Field,Spark Rate,1,??,,,,,,,,
F28_ESP_DC_VOLTAGE,Field operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-28,1,,,,Field,Voltage,1,V?,,,,,,,,
P4_F2_CE_ON_STATUS,Collecting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-29,2,,,,CE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F29_BASE_CH_CURRENT,Setpoint parameter - base charge,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-29,2,,,,Charge,Current,1,Amp?,Command,,,,,,,
F29_CR_IN_OPERATION,Charge ratio - operating value,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-29,2,,,,Charge,Ratio,1,,,,,,,,,
P4_F2_EE_ON_STATUS,Emitting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-29,2,,,,EE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F29_CURRENT_LMT_SET,Setpoint parameter - field current,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-29,2,,,,Field,Current,1,Amp?,Command,,,,,,,
F29_ESP_DC_CURRENT,Field operating current,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-29,2,,,,Field,Current,1,Amp?,,,,,,,,
F29_PEAK_KV,Field Peak operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-29,2,,,,Field,Peak Voltage,1,V?,,,,,,,,
F29_SPARK_RATE,Spark rates -,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-29,2,,,,Field,Spark Rate,1,??,,,,,,,,
F29_ESP_DC_VOLTAGE,Field operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-29,2,,,,Field,Voltage,1,V?,,,,,,,,
P4_F3_CE_ON_STATUS,Collecting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-30,3,,,,CE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F30_BASE_CH_CURRENT,Setpoint parameter - base charge,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-30,3,,,,Charge,Current,1,Amp?,Command,,,,,,,
F30_CR_IN_OPERATION,Charge ratio - operating value,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-30,3,,,,Charge,Ratio,1,,,,,,,,,
P4_F3_EE_ON_STATUS,Emitting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-30,3,,,,EE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F30_CURRENT_LMT_SET,Setpoint parameter - field current,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-30,3,,,,Field,Current,1,Amp?,Command,,,,,,,
F30_ESP_DC_CURRENT,Field operating current,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-30,3,,,,Field,Current,1,Amp?,,,,,,,,
F30_PEAK_KV,Field Peak operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-30,3,,,,Field,Peak Voltage,1,V?,,,,,,,,
F30_SPARK_RATE,Spark rates -,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-30,3,,,,Field,Spark Rate,1,??,,,,,,,,
F30_ESP_DC_VOLTAGE,Field operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-30,3,,,,Field,Voltage,1,V?,,,,,,,,
P4_F4_CE_ON_STATUS,Collecting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-31,4,,,,CE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F31_BASE_CH_CURRENT,Setpoint parameter - base charge,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-31,4,,,,Charge,Current,1,Amp?,Command,,,,,,,
F31_CR_IN_OPERATION,Charge ratio - operating value,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-31,4,,,,Charge,Ratio,1,,,,,,,,,
P4_F4_EE_ON_STATUS,Emitting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-31,4,,,,EE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F31_CURRENT_LMT_SET,Setpoint parameter - field current,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-31,4,,,,Field,Current,1,Amp?,Command,,,,,,,
F31_ESP_DC_CURRENT,Field operating current,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-31,4,,,,Field,Current,1,Amp?,,,,,,,,
F31_PEAK_KV,Field Peak operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-31,4,,,,Field,Peak Voltage,1,V?,,,,,,,,
F31_SPARK_RATE,Spark rates -,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-31,4,,,,Field,Spark Rate,1,??,,,,,,,,
F31_ESP_DC_VOLTAGE,Field operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-31,4,,,,Field,Voltage,1,V?,,,,,,,,
P4_F5_CE_ON_STATUS,Collecting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-32,5,,,,CE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F32_BASE_CH_CURRENT,Setpoint parameter - base charge,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-32,5,,,,Charge,Current,1,Amp?,Command,,,,,,,
F32_CR_IN_OPERATION,Charge ratio - operating value,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-32,5,,,,Charge,Ratio,1,,,,,,,,,
P4_F5_EE_ON_STATUS,Emitting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-32,5,,,,EE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F32_CURRENT_LMT_SET,Setpoint parameter - field current,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-32,5,,,,Field,Current,1,Amp?,Command,,,,,,,
F32_ESP_DC_CURRENT,Field operating current,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-32,5,,,,Field,Current,1,Amp?,,,,,,,,
F32_PEAK_KV,Field Peak operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-32,5,,,,Field,Peak Voltage,1,V?,,,,,,,,
F32_SPARK_RATE,Spark rates -,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-32,5,,,,Field,Spark Rate,1,??,,,,,,,,
F32_ESP_DC_VOLTAGE,Field operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-32,5,,,,Field,Voltage,1,V?,,,,,,,,
P4_F6_CE_ON_STATUS,Collecting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-33,6,,,,CE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F33_BASE_CH_CURRENT,Setpoint parameter - base charge,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-33,6,,,,Charge,Current,1,Amp?,Command,,,,,,,
F33_CR_IN_OPERATION,Charge ratio - operating value,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-33,6,,,,Charge,Ratio,1,,,,,,,,,
P4_F6_EE_ON_STATUS,Emitting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-33,6,,,,EE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F33_CURRENT_LMT_SET,Setpoint parameter - field current,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-33,6,,,,Field,Current,1,Amp?,Command,,,,,,,
F33_ESP_DC_CURRENT,Field operating current,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-33,6,,,,Field,Current,1,Amp?,,,,,,,,
F33_PEAK_KV,Field Peak operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-33,6,,,,Field,Peak Voltage,1,V?,,,,,,,,
F33_SPARK_RATE,Spark rates -,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-33,6,,,,Field,Spark Rate,1,??,,,,,,,,
F33_ESP_DC_VOLTAGE,Field operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-33,6,,,,Field,Voltage,1,V?,,,,,,,,
P4_F7_CE_ON_STATUS,Collecting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-34,7,,,,CE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F34_BASE_CH_CURRENT,Setpoint parameter - base charge,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-34,7,,,,Charge,Current,1,Amp?,Command,,,,,,,
F34_CR_IN_OPERATION,Charge ratio - operating value,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-34,7,,,,Charge,Ratio,1,,,,,,,,,
P4_F7_EE_ON_STATUS,Emitting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-34,7,,,,EE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F34_CURRENT_LMT_SET,Setpoint parameter - field current,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-34,7,,,,Field,Current,1,Amp?,Command,,,,,,,
F34_ESP_DC_CURRENT,Field operating current,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-34,7,,,,Field,Current,1,Amp?,,,,,,,,
F34_PEAK_KV,Field Peak operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-34,7,,,,Field,Peak Voltage,1,V?,,,,,,,,
F34_SPARK_RATE,Spark rates -,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-34,7,,,,Field,Spark Rate,1,??,,,,,,,,
F34_ESP_DC_VOLTAGE,Field operating voltage,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-34,7,,,,Field,Voltage,1,V?,,,,,,,,
P4_F8_CE_ON_STATUS,Collecting Electrode rapping motor status,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-35,8,,,,CE Rapping Motor,Status,1,ON,Feedback,,,,,,,
F35_BASE_CH_CURRENT,Setpoint parameter - base charge,Boiler,PCFB,ESP,,ESP-2,2,Pass,Pass-2,2,Field,Field-35,8,,,,Charge,Current,1,Amp?,Command,,,,,,,
